title,price,location,condition,url
Lenovo S860 protektor za displey,5 lv.,"Belite brezi, gr. Sofiya, Oblast Sofiya-grad",novo,https://www.olx.bg/ad/lenovo-s860-protektor-za-displey-CID632-ID8oAEK.html
Huawei p30 lite 128 gb nebesno sinyo,270 lv.,"Avtogara, gr. Varna, Oblast Varna",novo,https://www.olx.bg/ad/huawei-p30-lite-128-gb-nebesno-sino-CID632-ID8q7ez.html
Nokia 2.1 s 1 godina garantsiya,120 lv.,"Tsentar, gr. Stara Zagora, Oblast Stara Zagora",izpolzvano,https://www.olx.bg/ad/nokia-2-1-s-1-godina-garantsiya-CID632-ID8mbMf.html
Tablet Lenovo v dobro sastoyanie,120 lv.,"gr. Mezdra, Oblast Vratsa",novo,https://www.olx.bg/ad/tablet-lenovo-v-dobro-sastoyanie-CID632-ID8q7fQ.html
Prodavam Motorola S +,50 lv.,"Vazrazhdane, gr. Yambol, Oblast Yambol",izpolzvano,https://www.olx.bg/ad/prodavam-motorola-s-CID632-ID8q7fI.html
Samsung Galaxy S3,35 lv.,"Slaveykov, gr. Burgas, Oblast Burgas",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-s3-CID632-ID8q7fR.html
Samsung Galaxy S10 Plus 128GB Prism White,529 lv.,"Musagenitsa, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-s10-plus-128gb-prism-white-CID632-ID8nK4M.html
Huawei p20 lite,250 lv.,"Tsentar, gr. Stara Zagora, Oblast Stara Zagora",izpolzvano,https://www.olx.bg/ad/huawei-p20-lite-CID632-ID8hawK.html
Kubot kin kong geimarski,150 lv.,"Vetren, gr. Burgas, Oblast Burgas",novo,https://www.olx.bg/ad/kubot-kin-kong-geimarski-CID632-ID804LT.html
Telefon blackberry,35 lv.,"gr. Asenovgrad, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/telefon-blackberry-CID632-ID7NPhd.html
OnePlus 7 Pro Mirror Grey  8RAM/256GB,650 lv.,"Alei Vazrazhdane, gr. Ruse, Oblast Ruse",izpolzvano,https://www.olx.bg/ad/oneplus-7-pro-mirror-grey-8ram-256gb-CID632-ID8q7hm.html
Samsung Galaxy J 5,140 lv.,"Nadezhda 1, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-j-5-CID632-ID8oGqH.html
256GB Xiaomi Mi 10T Pro A1  Garantsiya do 2022 g.,930 lv.,"Mladost 1, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/256gb-xiaomi-mi-10t-pro-a1-garantsiya-do-2022-g-CID632-ID8q7gS.html
Nov yaponski broniran smartfon Panasonic Taughbook P01k,599 lv.,"Idealen tsentar, gr. Pleven, Oblast Pleven",novo,https://www.olx.bg/ad/nov-yaponski-broniran-smartfon-panasonic-taughbook-p01k-CID632-ID8iG0p.html
Huawei Y6 2017 godina,50 lv.,"Storgoziya, gr. Pleven, Oblast Pleven",izpolzvano,https://www.olx.bg/ad/huawei-y6-2017-godina-CID632-ID8q7dT.html
Samsung Galaxy A50,300 lv.,"Kyuchuk Parizh, gr. Plovdiv, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-a50-CID632-ID8q7if.html
"Statsionaren telefon, rabotesht sas SIM karta na Vivacom",50 lv.,"Tsentar, gr. Plovdiv, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/statsionaren-telefon-rabotesch-sas-sim-karta-na-vivacom-CID632-ID8ovOL.html
P9 lite Huawei White,120 lv.,"Lyulin - tsentar, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/p9-lite-huawei-white-CID632-ID8haAF.html
Sony Z1  telefon + doking stantsiya,85 lv.,"Lozenets, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/sony-z1-telefon-doking-stantsiya-CID632-ID8q76X.html
Stari mobilni telefoni - 7 broya.,10 lv.,"gr. Kubrat, Oblast Razgrad",izpolzvano,https://www.olx.bg/ad/stari-mobilni-telefoni-7-broya-CID632-ID5CED2.html
Nokia 2.2 palen komplekt,120 lv.,"gr. Karlovo, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/nokia-2-2-palen-komplekt-CID632-ID8q77m.html
Samsung j6 + 2018godina,150 lv.,"Druzhba 3, gr. Ruse, Oblast Ruse",izpolzvano,https://www.olx.bg/ad/samsung-j6-2018godina-CID632-ID8nqK1.html
Samsung Galaxy a3 2015,70 lv.,"Hadzhi Dimitar, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-a3-2015-CID632-ID885Sa.html
Telefon Alkatel 5028D,200 lv.,"s. Mokresh, Oblast Montana",novo,https://www.olx.bg/ad/telefon-alkatel-5028d-CID632-ID8q78k.html
Huawei P smart Z,130 lv.,"Tsentar, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/huawei-p-smart-z-CID632-ID8q78a.html
Huawe iP 20 lite,180 lv.,"Slaveykov, gr. Burgas, Oblast Burgas",izpolzvano,https://www.olx.bg/ad/huawe-ip-20-lite-CID632-ID8q79g.html
"""meyzu""super telefon namaleno 170 NA 70LV",70 lv.,"gr. Gotse Delchev, Oblast Blagoevgrad",izpolzvano,https://www.olx.bg/ad/meyzu-super-telefon-namaleno-170-na-70lv-CID632-ID74IED.html
Samsung M20 64 GB,200 lv.,"Zona B-5-3, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/samsung-m20-64-gb-CID632-ID8q79o.html
Samsung galaxy s7 edge,65 lv.,"Promishlena zona, gr. Vidin, Oblast Vidin",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-s7-edge-CID632-ID8p9Pn.html
"Lot ot telefoni Nokia, Kodak, huawei, LG",1234 lv.,"Baba Tonka, gr. Vidin, Oblast Vidin",izpolzvano,https://www.olx.bg/ad/lot-ot-telefoni-nokia-kodak-huawei-lg-CID632-ID8p6In.html
Huawei p40 lite 5G Garantsiya,420 lv.,"Belomorski, gr. Plovdiv, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/huawei-p40-lite-5g-garantsiya-CID632-ID8pPoc.html
Telefon Panasonik,10 lv.,"Belomorski, gr. Plovdiv, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/telefon-panasonik-CID632-ID5s6OK.html
"NOKIA N95 , nova",60 lv.,"gr. Panagyurishte, Oblast Pazardzhik",novo,https://www.olx.bg/ad/nokia-n95-nova-CID632-ID8q79P.html
Huawei P9 / P9 chist,130 lv.,"Sveta Troitsa, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/huawei-p9-p9-chist-CID632-ID8q7ad.html
Xiaomi note 10 Garantsiya,640 lv.,"Belomorski, gr. Plovdiv, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/xiaomi-note-10-garantsiya-CID632-ID8ofA1.html
Huawei P8 Lite raboti s GOOGLE,99 lv.,"Hristo Smirnenski, gr. Plovdiv, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/huawei-p8-lite-raboti-s-google-CID632-ID8q7ax.html
Samsung Galaxy S10 plus,840 lv.,"Belite brezi, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-s10-plus-CID632-ID8q2Xo.html
"Nokia8.1,Blakwiev,Hua p20,Asus,A1",139 lv.,"Belite brezi, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/nokia8-1-blakwiev-hua-p20-asus-a1-CID632-ID8q7aC.html
Huawei mate 20 128gb twilight dual sim,400 lv.,"Obelya 1, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/huawei-mate-20-128gb-twilight-dual-sim-CID632-ID8q7aq.html
Prodavam Huawei p40 Lite,280 lv.,"gr. Dimitrovgrad, Oblast Haskovo",izpolzvano,https://www.olx.bg/ad/prodavam-huawei-p40-lite-CID632-ID8q7aM.html
Samsung GALAXY S7edge,385 lv.,"Banevo, gr. Burgas, Oblast Burgas",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-s7edge-CID632-ID7GF3j.html
Huawei  P20 lite,320 lv.,"Tsentar, gr. Haskovo, Oblast Haskovo",izpolzvano,https://www.olx.bg/ad/huawei-p20-lite-CID632-ID7Q2VK.html
Huawei p smart 2021,350 lv.,"Idealen tsentar, gr. Pleven, Oblast Pleven",izpolzvano,https://www.olx.bg/ad/huawei-p-smart-2021-CID632-ID8q6YZ.html
HUAWEI P9 Silver Srebrist,200 lv.,"Banishora, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/huawei-p9-silver-srebrist-CID632-ID8oagY.html
Samsung J5-2017-SM-J530F za chasti,40 lv.,"s. Sveshtari, Oblast Razgrad",izpolzvano,https://www.olx.bg/ad/samsung-j5-2017-sm-j530f-za-chasti-CID632-ID7MdbF.html
Telefon Siemens,10 lv.,"Tsentar, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/telefon-siemens-CID632-ID8kNlT.html
Samsung Galaxy A8,299 lv.,"Tsentar, gr. Gabrovo, Oblast Gabrovo",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-a8-CID632-ID8q70c.html
Smartfon,150 lv.,"Mladost 2, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/smartfon-CID632-ID8oos8.html
Prodavam Huawei P8 Lite,160 lv.,"gr. Krumovgrad, Oblast Kardzhali",izpolzvano,https://www.olx.bg/ad/prodavam-huawei-p8-lite-CID632-ID8q6ZM.html
Statsionarni telefoni,10 lv.,"Mladost 2, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/statsionarni-telefoni-CID632-ID8oonB.html
Samsung Galaxy S8 -64GB- puknato staklo i displey,100 lv.,"gr. Isperih, Oblast Razgrad",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-s8-64gb-puknato-staklo-i-displey-CID632-ID8kyE8.html
Mobilen telefon 512GB,399 lv.,"zh.gr. Zoopark, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/mobilen-telefon-512gb-CID632-ID80Ah4.html
Samsung Galaxy S20 Ultra 5G 128GB 12GB RAM Cosmos Black 2g. Garantsiya!,1349 lv.,"Musagenitsa, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-s20-ultra-5g-128gb-12gb-ram-cosmos-black-2g-garantsiya-CID632-ID89LmC.html
Alcatel onetouch pop C7,25 lv.,"Orel, gr. Razgrad, Oblast Razgrad",izpolzvano,https://www.olx.bg/ad/alcatel-onetouch-pop-c7-CID632-ID8bQtd.html
Samsung S5 za chasti,70 lv.,"Kamenitsa 2, gr. Plovdiv, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/samsung-s5-za-chasti-CID632-ID8q70v.html
Samsung j5 2015 60lw,60 lv.,"Gagarin, gr. Plovdiv, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/samsung-j5-2015-60lw-CID632-ID8lKJ2.html
Samsung Wirelss Charger Pad,28 lv.,"Doktorski pametnik, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/samsung-wirelss-charger-pad-CID632-ID8q718.html
Nokia 2.1 BEZUPREChEN!!!,135 lv.,"Bazar Levski, gr. Varna, Oblast Varna",izpolzvano,https://www.olx.bg/ad/nokia-2-1-bezuprechen-CID632-ID8q71R.html
Nokia 6 32gb upotrebyavan,100 lv.,"Stochna gara, gr. Plovdiv, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/nokia-6-32gb-upotrebyavan-CID632-ID8q6WI.html
Samsung A51 +Aksesoari,500 lv.,"Lyulin 3, gr. Sofiya, Oblast Sofiya-grad",novo,https://www.olx.bg/ad/samsung-a51-aksesoari-CID632-ID8ieHB.html
Statsionarni telefoni,7 lv.,"Grivitsa, gr. Shumen, Oblast Shumen",izpolzvano,https://www.olx.bg/ad/statsionarni-telefoni-CID632-ID7TyKU.html
Chisto Nov Samsung Note 20 ultra 5G Dual SIm,1570 lv.,"Tsentar, gr. Sofiya, Oblast Sofiya-grad",novo,https://www.olx.bg/ad/chisto-nov-samsung-note-20-ultra-5g-dual-sim-CID632-ID8q6WL.html
Samsung GT-C6112,1234 lv.,"Tsentar, gr. Kardzhali, Oblast Kardzhali",izpolzvano,https://www.olx.bg/ad/samsung-gt-c6112-CID632-ID8q6WS.html
Soni eksperiya HZ F8331,220 lv.,"Yuzhen, gr. Plovdiv, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/soni-eksperiya-hz-f8331-CID632-ID8mk9A.html
Huawei P10 Prestige Gold,285 lv.,"Tsentar, gr. Stara Zagora, Oblast Stara Zagora",izpolzvano,https://www.olx.bg/ad/huawei-p10-prestige-gold-CID632-ID8q6V9.html
Kato Nov! Samsung S20 ultra 5G + Garantsiya,1399 lv.,"Boyana, gr. Sofiya, Oblast Sofiya-grad",novo,https://www.olx.bg/ad/kato-nov-samsung-s20-ultra-5g-garantsiya-CID632-ID8pUmW.html
HTC 620 G mnogo dobro sastoyanie,75 lv.,"Tsentar, gr. Sliven, Oblast Sliven",izpolzvano,https://www.olx.bg/ad/htc-620-g-mnogo-dobro-sastoyanie-CID632-ID8ovL3.html
Sony Xperia XZ na 1 godina,250 lv.,"gr. Knezha, Oblast Pleven",izpolzvano,https://www.olx.bg/ad/sony-xperia-xz-na-1-godina-CID632-ID868Uj.html
Samsung galaxy s9,380 lv.,"gr. Nova Zagora, Oblast Sliven",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-s9-CID632-ID8q6Vr.html
Xiaomi redmi 9c 64gb 3ram,170 lv.,"gr. Knezha, Oblast Pleven",novo,https://www.olx.bg/ad/xiaomi-redmi-9c-64gb-3ram-CID632-ID8q6Xs.html
Siemens CX70,100 lv.,"gr. Teteven, Oblast Lovech",izpolzvano,https://www.olx.bg/ad/siemens-cx70-CID632-ID6uG8s.html
Huawei honor 9 lite,189 lv.,"gr. Velingrad, Oblast Pazardzhik",izpolzvano,https://www.olx.bg/ad/huawei-honor-9-lite-CID632-ID8q6XI.html
Bezzhichen statsionaren telefon,10 lv.,"Mladost, gr. Gabrovo, Oblast Gabrovo",izpolzvano,https://www.olx.bg/ad/bezzhichen-statsionaren-telefon-CID632-ID7yAjY.html
Motorola V3,1234 lv.,"Tsentar, gr. Kardzhali, Oblast Kardzhali",izpolzvano,https://www.olx.bg/ad/motorola-v3-CID632-ID8q6Wu.html
Motorola one p30 play Barter,199 lv.,"Slaveykov, gr. Burgas, Oblast Burgas",izpolzvano,https://www.olx.bg/ad/motorola-one-p30-play-barter-CID632-ID8mlf0.html
Telefon Nokia 10 lv.,10 lv.,"Hristo Smirnenski, gr. Plovdiv, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/telefon-nokia-10-lv-CID632-ID8q6OM.html
Nokiya i drugi,20 lv.,"Oborishte, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/nokiya-i-drugi-CID632-ID7t9W1.html
Nokia 6230i sas zaryadno,20 lv.,"Idealen tsentar, gr. Pazardzhik, Oblast Pazardzhik",izpolzvano,https://www.olx.bg/ad/nokia-6230i-sas-zaryadno-CID632-ID8q6YC.html
Prodavam Samsung S8,280 lv.,"Doktorski pametnik, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/prodavam-samsung-s8-CID632-ID8q6OD.html
Telefonna tsentrala Panasonic KX-T 30810B,90 lv.,"Zapaden, gr. Plovdiv, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/telefonna-tsentrala-panasonic-kx-t-30810b-CID632-ID80MHr.html
Telefon Samsung S5,150 lv.,"Yavorov, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/telefon-samsung-s5-CID632-ID8q6PD.html
"Huawei P40 lite,barter",299 lv.,"Gagarin, gr. Plovdiv, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/huawei-p40-lite-barter-CID632-ID8q6PZ.html
Nokia E90 Komunikator Kolektsionerski Telefon,160 lv.,"v.z. Kinotsentara, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/nokia-e90-komunikator-kolektsionerski-telefon-CID632-ID8oEDa.html
"Lenovo Tab 7 Essential 4G/3G Voice, Black s PODARAK kalav i protektor",176 lv.,"Okrazhna bolnitsa, gr. Pazardzhik, Oblast Pazardzhik",novo,https://www.olx.bg/ad/lenovo-tab-7-essential-4g-3g-voice-black-s-podarak-kalav-i-protektor-CID632-ID7DrgF.html
Samsung Galaxy A8 32GB,170 lv.,"s. Dragichevo, Oblast Pernik",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-a8-32gb-CID632-ID8koIx.html
Nokiya lumiya 710,59 lv.,"s. Dzherman, Oblast Kyustendil",izpolzvano,https://www.olx.bg/ad/nokiya-lumiya-710-CID632-ID6sZCa.html
Telefon,80 lv.,"Suhata reka, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/telefon-CID632-ID5gDLv.html
Samsung s10 plus,690 lv.,"Druzhba 1, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/samsung-s10-plus-CID632-ID8oFF9.html
Lot telefoni za koleksiya,25 lv.,"Moderno predgradie, gr. Sofiya, Oblast Sofiya-grad",novo,https://www.olx.bg/ad/lot-telefoni-za-koleksiya-CID632-ID8bokL.html
Huawei GT 46.5,169 lv.,"Manastirski livadi, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/huawei-gt-46-5-CID632-ID8hr9a.html
Prodavam Samsung S9+,393 lv.,"Tsentar, gr. Yambol, Oblast Yambol",izpolzvano,https://www.olx.bg/ad/prodavam-samsung-s9-CID632-ID8q6S5.html
Samsung GT-I9082 DUOS,65 lv.,"Okrazhna bolnitsa, gr. Pazardzhik, Oblast Pazardzhik",izpolzvano,https://www.olx.bg/ad/samsung-gt-i9082-duos-CID632-ID8q6SJ.html
Samsung Galaxy S8 DS,350 lv.,"Geo Milev, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-s8-ds-CID632-ID8q6T2.html
Xiaomi Mi10t PRO 256 GB 8GB RAM,900 lv.,"Lyulin 4, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/xiaomi-mi10t-pro-256-gb-8gb-ram-CID632-ID8q6TF.html
Prodavam smartfon Samsung Galaxy A8,160 lv.,"Badema, gr. Haskovo, Oblast Haskovo",izpolzvano,https://www.olx.bg/ad/prodavam-smartfon-samsung-galaxy-a8-CID632-ID8oFKo.html
Gsm sadem,20 lv.,"Tsentar, gr. Plovdiv, Oblast Plovdiv",novo,https://www.olx.bg/ad/gsm-sadem-CID632-ID7Uzr2.html
Prodavam Samsung galaksi A5,200 lv.,"gr. Svishtov, Oblast Veliko Tarnovo",izpolzvano,https://www.olx.bg/ad/prodavam-samsung-galaksi-a5-CID632-ID7WLdW.html
Samsung S9 s dve sim karti,499 lv.,"Bazar Levski, gr. Varna, Oblast Varna",izpolzvano,https://www.olx.bg/ad/samsung-s9-s-dve-sim-karti-CID632-ID7LUGl.html
Bezzhichen telefon Panasonic.,7 lv.,"Orel, gr. Razgrad, Oblast Razgrad",izpolzvano,https://www.olx.bg/ad/bezzhichen-telefon-panasonic-CID632-ID84iwz.html
Smartfon Telenor Smart 4G,60 lv.,"Lyulin - tsentar, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/smartfon-telenor-smart-4g-CID632-ID8ohs0.html
Xiaomi Mi MAX 3 6 RAM / 128 ROM,300 lv.,"Knyazhevo, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/xiaomi-mi-max-3-6-ram-128-rom-CID632-ID8q6GL.html
Redmi a5 samo barter,120 lv.,"Avtogara, gr. Varna, Oblast Varna",izpolzvano,https://www.olx.bg/ad/redmi-a5-samo-barter-CID632-ID8q6GO.html
Samsung s 9 plus,540 lv.,"v.z. Smolyan, gr. Smolyan, Oblast Smolyan",novo,https://www.olx.bg/ad/samsung-s-9-plus-CID632-ID8ilTe.html
Telefon A1 Alfha 20,280 lv.,"Orfey, gr. Haskovo, Oblast Haskovo",novo,https://www.olx.bg/ad/telefon-a1-alfha-20-CID632-ID8nWJX.html
Telefon - Nokia 5.1 plus,150 lv.,"Republika, gr. Haskovo, Oblast Haskovo",izpolzvano,https://www.olx.bg/ad/telefon-nokia-5-1-plus-CID632-ID8nY95.html
Tekefon,60 lv.,"gr. Dupnitsa, Oblast Kyustendil",izpolzvano,https://www.olx.bg/ad/tekefon-CID632-ID8bcPT.html
Sony Xperia /Soni Eksperiya Z5,120 lv.,"Tsentar, gr. Plovdiv, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/sony-xperia-soni-eksperiya-z5-CID632-ID8oDZv.html
Telefon Faks,60 lv.,"Ovcha kupel, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/telefon-faks-CID632-ID7nhZJ.html
Telefon Kx-ts500fx,19 lv.,"Opalchenski, gr. Stara Zagora, Oblast Stara Zagora",novo,https://www.olx.bg/ad/telefon-kx-ts500fx-CID632-ID4rJp0.html
"Huawei P20 Lite Black, 4GB/64 GB + Dopalnitelna bateriya 5000 mAh",195 lv.,"s. Pokrovnik, Oblast Blagoevgrad",izpolzvano,https://www.olx.bg/ad/huawei-p20-lite-black-4gb-64-gb-dopalnitelna-bateriya-5000-mah-CID632-ID8oESJ.html
Prodavam Htc M10,160 lv.,"Tsentar, gr. Dobrich, Oblast Dobrich",izpolzvano,https://www.olx.bg/ad/prodavam-htc-m10-CID632-ID7VDlc.html
Huawei P10 lite,130 lv.,"Tsentar, gr. Sofiya, Oblast Sofiya-grad",novo,https://www.olx.bg/ad/huawei-p10-lite-CID632-ID85q6i.html
Radmi Note 4,100 lv.,"gr. Radnevo, Oblast Stara Zagora",izpolzvano,https://www.olx.bg/ad/radmi-note-4-CID632-ID8ouT5.html
Prodavam Blackberry Q5,85 lv.,"Avtogara, gr. Varna, Oblast Varna",izpolzvano,https://www.olx.bg/ad/prodavam-blackberry-q5-CID632-ID8q6Je.html
Prodava telefon,15 lv.,"Lazur, gr. Burgas, Oblast Burgas",izpolzvano,https://www.olx.bg/ad/prodava-telefon-CID632-ID7hgg3.html
Smartfon Huawei Y320,35 lv.,"Lyulin - tsentar, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/smartfon-huawei-y320-CID632-ID8q6Jk.html
Nokia,39 lv.,"Belomorski, gr. Plovdiv, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/nokia-CID632-ID8cIDb.html
"Prestigio, S Max, PSP7610DUO, Dual SIM, 4G, 6.1"", HD+",240 lv.,"Moshino, gr. Pernik, Oblast Pernik",novo,https://www.olx.bg/ad/prestigio-s-max-psp7610duo-dual-sim-4g-6-1-hd-CID632-ID8ovAi.html
Samsung galaxy trent plus,30 lv.,"Gagarin, gr. Plovdiv, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-trent-plus-CID632-ID8q6Ka.html
IP telefon rabotesht,50 lv.,"7-mi 11-ti kilometar, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/ip-telefon-rabotesch-CID632-ID8cLNb.html
Samsung Galaxi S3 mini,40 lv.,"Zapad, gr. Pazardzhik, Oblast Pazardzhik",izpolzvano,https://www.olx.bg/ad/samsung-galaxi-s3-mini-CID632-ID83aM5.html
Sony Ericsson Xperia X8,55 lv.,"Vitosha, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/sony-ericsson-xperia-x8-CID632-ID7KHsX.html
Motorola TLKR T3,35 lv.,"gr. Troyan, Oblast Lovech",izpolzvano,https://www.olx.bg/ad/motorola-tlkr-t3-CID632-ID86Dfi.html
HUAWEI P20 DUAL v Dupnitsa,450 lv.,"gr. Dupnitsa, Oblast Kyustendil",izpolzvano,https://www.olx.bg/ad/huawei-p20-dual-v-dupnitsa-CID632-ID8q6GK.html
Faks Sharp 3v1,30 lv.,"Tsentar, gr. Burgas, Oblast Burgas",izpolzvano,https://www.olx.bg/ad/faks-sharp-3v1-CID632-ID5ZKhS.html
BARTER ! Xiaomi Redmi Note 9 Pro ! Nov + Garantsiya !,450 lv.,"Vladislav Varnenchik, gr. Varna, Oblast Varna",izpolzvano,https://www.olx.bg/ad/barter-xiaomi-redmi-note-9-pro-nov-garantsiya-CID632-ID8m19u.html
Lot telefoni 10 broya,100 lv.,"Tsentar, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/lot-telefoni-10-broya-CID632-ID8kCFs.html
*Kato Nov* Samsung Galaxy S10 Palen Komplekt bez slushalki,700 lv.,"Balgarka, gr. Sliven, Oblast Sliven",izpolzvano,https://www.olx.bg/ad/kato-nov-samsung-galaxy-s10-palen-komplekt-bez-slushalki-CID632-ID8q6zF.html
Alcatel OneTouch,50 lv.,"Studentski grad, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/alcatel-onetouch-CID632-ID8q6zC.html
Huawei p-30 lite 128gb,200 lv.,"s. Vasil Drumev, Oblast Shumen",izpolzvano,https://www.olx.bg/ad/huawei-p-30-lite-128gb-CID632-ID8q6Aj.html
Telefon A I W A bezzhichen,30 lv.,"Tsentar, gr. Burgas, Oblast Burgas",izpolzvano,https://www.olx.bg/ad/telefon-a-i-w-a-bezzhichen-CID632-ID5ZKma.html
Samsung A6 Plus Duos Cheren,180 lv.,"Idealen tsentar, gr. Pleven, Oblast Pleven",izpolzvano,https://www.olx.bg/ad/samsung-a6-plus-duos-cheren-CID632-ID8q6Ah.html
Samsung A8 2019..,210 lv.,"s. Aydemir, Oblast Silistra",izpolzvano,https://www.olx.bg/ad/samsung-a8-2019-CID632-ID8q6Cn.html
Samsung Galaxy Note 20 Ultra,1800 lv.,"gr. Svilengrad, Oblast Haskovo",novo,https://www.olx.bg/ad/samsung-galaxy-note-20-ultra-CID632-ID8q6AP.html
Samsung S20plus 128gb,1230 lv.,"s. Ravda, Oblast Burgas",izpolzvano,https://www.olx.bg/ad/samsung-s20plus-128gb-CID632-ID8mwJU.html
GSM- Nokia 1200,29 lv.,"Tsvetnitsa, gr. Ruse, Oblast Ruse",izpolzvano,https://www.olx.bg/ad/gsm-nokia-1200-CID632-ID7NG1K.html
Samsung Galaxy S6 Edge 32gb,200 lv.,"gr. Chirpan, Oblast Stara Zagora",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-s6-edge-32gb-CID632-ID8q6CS.html
Samsung Galaxy S6 Edge 32gb,200 lv.,"gr. Chirpan, Oblast Stara Zagora",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-s6-edge-32gb-CID632-ID8q6D0.html
Xiomi Redmi 5 Plus,120 lv.,"Hladilnika, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/xiomi-redmi-5-plus-CID632-ID8q6D7.html
Samsung Galaxy S 9 Duos,330 lv.,"Tsentar, gr. Kardzhali, Oblast Kardzhali",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-s-9-duos-CID632-ID8o2X7.html
Huawei p 20 Pro 128gb dual sim,399 lv.,"Targoviya na edro, gr. Ruse, Oblast Ruse",izpolzvano,https://www.olx.bg/ad/huawei-p-20-pro-128gb-dual-sim-CID632-ID8msDV.html
